難易度,お題,ひらがな,別解1,別解2,別解3,別解4,別解5,別解6,別解7,別解8,別解9,別解10,別解11,別解12,別解13,別解14,別解15,別解16,別解17,別解18,別解19,別解20,別解21,別解22,別解23,別解24,別解25,別解26,別解27,別解28,別解29,別解30,別解31,別解32,別解33,別解34,別解35,別解36
むずかしい,ガンジー,がんじー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,間接キス,かんせつきす,かんせつきっす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,肝臓,かんぞう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,艦隊,かんたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,寒中水泳,かんちゅうすいえい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,眼中に無い,がんちゅうにない,あうとおぶがんちゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,艦長,かんちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,竿灯まつり（かんとう）,かんとうまつり,あきたかんとうまつり,かんとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,監督,かんとく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,鉋（かんな）,かんな,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,観葉植物,かんようしょくぶつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,議員,ぎいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キオスク,きおすく,きよすく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,祇園祭（ぎおんまつり）,ぎおんまつり,ぎおんさい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,機械音痴,きかいおんち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,危機一髪,ききいっぱつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,桔梗（ききょう）,ききょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,企業秘密,きぎょうひみつ,きみつ,しゃがいひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キザ,きざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,騎士,きし,ないと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,きじ馬,きじうま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キジバト,きじばと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,擬人化（ぎじんか）,ぎじんか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,絆,きずな,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,奇跡,きせき,みらくる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,奇想天外,きそうてんがい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,擬態,ぎたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,帰宅部,きたくぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,騎馬戦,きばせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,木彫りの熊,きぼりのくま,きぼりくま,きぼりぐま,くまぼり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,期末テスト,きまつてすと,きまつしけん,しけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,脚本家,きゃくほんか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,逆光,ぎゃっこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キャッツアイ,きゃっつあい,くりそべりる,くりそべりるきゃっつあい,ねこめいし,びょうせいせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キャットタワー,きゃっとたわー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ギャング,ぎゃんぐ,ぎゃんぐすた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キャンピングカー,きゃんぴんぐかー,きゃんぷかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,きゅう師,きゅうし,おきゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,九州男児,きゅうしゅうだんじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,窮鼠（きゅうそ）猫を噛む,きゅうそねこをかむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,球体関節,きゅうたいかんせつ,きゅうたいかんせつにんぎょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キュリー夫人,きゅりーふじん,まりあすくうぉどふすかきゅりー,まりきゅりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,狂言,きょうげん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,暁光（ぎょうこう）,ぎょうこう,あかつき,あさひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,競艇場,きょうていじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,京都タワー,きょうとたわー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,胸部レントゲン,きょうぶれんとげん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,競歩,きょうほ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,巨人,きょじん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,漁夫の利（ぎょふのり）,ぎょふのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ギリースーツ,ぎりーすーつ,めいさいふく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キリギリス,きりぎりす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,霧島,きりしま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,切り札,きりふだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キリマンジャロ,きりまんじゃろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,麒麟（きりん）,きりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,きりんの着ぐるみ,きりんのきぐるみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ギルガメシュ,ぎるがめしゅ,えいゆうおう,ぎるがめっしゅ,びるがめしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,銀河鉄道の夜,ぎんがてつどうのよる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ギンガムチェック,ぎんがむちぇっく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,キンギョソウ,きんぎょそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,金婚式（きんこんしき）,きんこんしき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,銀座,ぎんざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,禁酒法,きんしゅほう,ぼるすてっどほう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,錦帯橋（きんたいきょう）,きんたいきょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,緊張,きんちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,金メダリスト,きんめだりすと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,空海,くうかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,空気椅子,くうきいす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,空気清浄機,くうきせいじょうき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ぐうたら,ぐうたら,ぐーたら,ものぐさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クー・フーリン,くーふーりん,くーふらん,くーふりん,せたんた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,空母,くうぼ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クールビズ,くーるびず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ククリ,くくり,くくりとう,くくりないふ,ぐるかないふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,葛（くず）,くず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クソゲー,くそげー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,駆逐艦（くちくかん）,くちくかん,ですとろいやー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クチナシ,くちなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,口は災いの元,くちはわざわいのもと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クッパ,くっぱ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,グッピー,ぐっぴー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クトゥルフ,くとぅるふ,くするー,くずりゅう,くとぅるー,くとぅるふしんわ,くりとるりとる,くるうるう,ちゅーりゅー,とぅーるー,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,くのいち,くのいち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クマの着ぐるみ,くまのきぐるみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,熊本城,くまもとじょう,ぎんなんじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クモヒトデ,くもひとで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クラーク博士,くらーくはかせ,くらーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,倉敷,くらしき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クラシックコンサート,くらしっくこんさーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クランク,くらんく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ｸﾞﾗﾝﾄﾞ･ｷｬﾆｵﾝ国立公園,ぐらんどきゃにおんこくりつこうえん,ぐらんどきゃにおん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クリオネ,くりおね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,栗きんとん（くりきんとん）,くりきんとん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クリケット,くりけっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クルーザー,くるーざー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,車椅子バスケットボール,くるまいすばすけっとぼーる,いすばす,くるまいすばすけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,くるみ割り人形,くるみわりにんぎょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クレイアニメ,くれいあにめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クレー射撃,くれーしゃげき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,グレート・バリア・リーフ,ぐれーとばりありーふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,グレービーボート,ぐれーびーぼーと,かれーざら,ぐれいびーぼーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クレーン車,くれーんしゃ,くれーん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,グレネードランチャー,ぐれねーどらんちゃー,ぐれねーどがん,ぐれらん,てきだんじゅう,てきだんとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クレバス,くればす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,クロスカントリー,くろすかんとりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,黒田官兵衛,くろだかんべえ,くろだじょすい,くろだよしたか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,黒船来航,くろふねらいこう,ぺりーらいこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,黒部ダム,くろべだむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,黒ユリ,くろゆり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,軍艦,ぐんかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,軍艦島,ぐんかんじま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,グングニル,ぐんぐにる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,経済,けいざい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,軽自動車,けいじどうしゃ,けい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,携帯ゲーム機,けいたいげーむき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,競輪場,けいりんじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゲーマー,げーまー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゲームクリエイター,げーむくりえいたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,下剋上（げこくじょう）,げこくじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゲシュタルト崩壊,げしゅたるとほうかい,げしゅたると,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,下駄を預ける,げたをあずける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,けち,けち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,結婚式場,けっこんしきじょう,しきじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,決闘,けっとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,結露,けつろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ケバブ,けばぶ,かばーぶ,かばぶ,かわーぷ,きゃばーぶ,けべぷ,ちぇばぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゲルニカ,げるにか,ぴかそのげるにか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,元寇（げんこう）,げんこう,こうあんのえき,ぶんえいのえき,もうこしゅうらい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゲンゴロウ,げんごろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,現実逃避,げんじつとうひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,賢者,けんじゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,賢者の石（けんじゃのいし）,けんじゃのいし,しんしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,建築家,けんちくか,けんちくし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,剣闘士,けんとうし,ぐらでぃえいたー,ぐらでぃえーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,顕微鏡,けんびきょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,恋人つなぎ,こいびとつなぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,恋わずらい,こいわずらい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,光陰矢の如し,こういんやのごとし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,後悔,こうかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,豪快,ごうかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,公開放送,こうかいほうそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,光学迷彩,こうがくめいさい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,好奇心,こうきしん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,交渉,こうしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,高地トレーニング,こうちとれーにんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,公務員,こうむいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,孔明,こうめい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,高麗人参,こうらいにんじん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,高齢化社会,こうれいかしゃかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,香炉,こうろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴエモン風呂,ごえもんぶろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コーカサスオオカブト,こーかさすおおかぶと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴーゴーダンス,ごーごーだんす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴーストライター,ごーすとらいたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,こおり鬼,こおりおに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴールデンモンキー,ごーるでんもんきー,きんしこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コールドスリープ,こーるどすりーぷ,れいとうすいみん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴールドラッシュ,ごーるどらっしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴーレム,ごーれむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コカトリス,こかとりす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,胡弓（こきゅう）,こきゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,国士無双,こくしむそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,黒曜石（こくようせき）,こくようせき,おぶしだん,おぶしでぃあん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,国立競技場,こくりつきょうぎじょう,きょうぎじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,後光,ごこう,こうはい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,古今東西,ここんとうざい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コサックダンス,こさっくだんす,こさっく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,腰ばき,こしばき,こしぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コスパ,こすぱ,こすとぱふぉーまんす,こすぷれぱーてぃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コスプリ,こすぷり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴスペル,ごすぺる,こくじんれいか,ごすぺるおんがく,ごすぺるそんぐ,すぴりちゅある,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,護送車,ごそうしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コチョウラン,こちょうらん,ふぁれのぷしす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,黒海,こっかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴッホ,ごっほ,ふぃんせんとふぁんごっほ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コテージ,こてーじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,鼓笛隊,こてきたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,粉雪,こなゆき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コバンザメ,こばんざめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コピーライター,こぴーらいたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,こぶし,こぶし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コブラツイスト,こぶらついすと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コペンハーゲン,こぺんはーげん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コマドリ,こまどり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ごみ収集車,ごみしゅうしゅうしゃ,しゅうしゅうしゃ,せいそうしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コミックマーケット,こみっくまーけっと,こみけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コメムシ,こめむし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ごめん寝,ごめんね,すまんね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コモドオオトカゲ,こもどどらごん,こもどおおとかげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コラボレート,こらぼれーと,こらぼ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コリドラス,こりどらす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コルセット,こるせっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ゴルフ場,ごるふじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,殺し屋,ころしや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コロポックル,ころぽっくる,ころぼっくる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コロンビア,ころんびあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コンガ,こんが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,婚活,こんかつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,金剛杵（こんごうしょ）,こんごうしょ,ヴぁじら,ヴぁじゅら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コンコルド,こんこるど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コンビニスタッフ,こんびにすたっふ,こんびにてんいん,こんびにのてんいん,てんいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,コンプレックス,こんぷれっくす,こんぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サーキュレーター,さーきゅれーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サービスエリア,さーびすえりあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サーベルタイガー,さーべるたいがー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サーモグラフィ,さーもぐらふぃ,さーもぐらふぃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,彩雲,さいうん,けいうん,しうん,ずいうん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,塞翁（さいおう）が馬,さいおうがうま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サイケデリック,さいけでりっく,さいけ,さいけでりあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,最澄（さいちょう）,さいちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,裁判官,さいばんかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サイリウム,さいりうむ,けみかるらいと,さいりゅーむ,しありうむ,るみか,るみからいと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サイン会,さいんかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サウジアラビア,さうじあらびあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サウンドクリエイター,さうんどくりえいたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,佐賀県,さがけん,さが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サキュバス,さきゅばす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,作詞家,さくしか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,桜島大根,さくらじまだいこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,桜前線,さくらぜんせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サグラダ・ファミリア教会,さぐらだふぁみりあきょうかい,さぐらだふぁみりあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,桜田門外の変,さくらだもんがいのへん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酒は百薬の長,さけはひゃくやくのちょう,ひゃくやくのちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,鎖国,さこく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,佐々木小次郎,ささきこじろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,座禅草（ざぜんそう）,ざぜんそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
